,author,title_abstract
892,Nhat-Quang Doan, sélect contraint sélect rôl fouill don nombr méthod sélect pertinent criter évalu articl criter pertinent utilis scor contraint cadr challeng domain absenc étiquet résultat test clustering niveau
893,Sylvain Dormieu, articl problem approch hypothes local affect espac approch résultat bas référent bas don
894,Modou Gueye, factoris bi recommand factoris qualit prédict system recommand statiqu not utilis qualit not compt quantit not périod factoris baiss qualit traval qualit recommand factoris produit lign not utilis utilis bi group produit amélioron factoris expériment jeux don efficac approch
895,Sabiha Tahrat, don inform articl méthod extract inform docu méthod approch extract inform patron classif context résultat jeu don
896,Fionn Murtagh, scienc addit using related analys concept characteristic dimens inform ruptur discussed clustering appliqu them motiv substanc structur styl surfac art appliqu developed critiquing aspect express event
897,Dominique Laurent, criter évalu construct apprentissag context fouill don don format individus cibl enregistr relat articl itemset construct informat cadr classif criter surapprentissag introduison espac model estim densit distribu espac model criter parametr pertinent expériment approch fouill don context don don difficult lesindividus cibl enregistrementsdan articl discrétis criter candidat décrivon optimis discrétis intervall fréquenc idé tabl cibl inform aid attribut intervall discrétis nombr intervall attributsd effect aid model donnéesafin sépar valeur class jeux don discrétis sélect apprentissag fouill don don format individus cibl enregistr relat approch représent plat conséquent représent bi rapport cibl context relat inform attribut effect modal model emploi inform attribut estim densit cibl relat expériment don domain extract requêt classifying mainten sourc anné évident croissanc divers inform web system integr don don vu integr don system format inform langag integr don system format inform langag interrog system emploi system médiat vu sourc évalu requêt vu sourc context sourc inform sourc méthod articl vu sourc architectur médiat extract requêt don problem requêt problem cas schem bas schem don contraint schem entrepôt don contraint don model instanc requêt sélect project typ don regl context entrepôt don magasin don outil utilis don inform explor trait visualis navig don articl méthod mani bloc don don form regl méthod utilis niveau typ théor ensembl théor problem bloc don
898,Dhafer Lahbib, criter évalu construct apprentissag context fouill don don format individus cibl enregistr relat articl itemset construct informat cadr classif criter surapprentissag introduison espac model estim densit distribu espac model criter parametr pertinent expériment approch automatis construct classif articl cadr construct apprentissag cadr connaiss domain don lien regl construct espac construct infin problem explor apprentissag distribu probabl espac algorithm tirag échantillon distribu expériment approch fouill don context don don difficult lesindividus cibl enregistrementsdan articl discrétis criter candidat décrivon optimis discrétis intervall fréquenc idé tabl cibl inform aid attribut intervall discrétis nombr intervall attributsd effect aid model donnéesafin sépar valeur class jeux don discrétis sélect apprentissag fouill don don format individus cibl enregistr relat approch représent plat conséquent représent bi rapport cibl context relat inform attribut effect modal model emploi inform attribut estim densit cibl relat expériment don domain
899,Ghada Besbes, system inform raison cas composit croissanc inform outil recherch besoin utilis context utilis atout construct approch construct articl system inform raison cas composit system construct résultat recherch inform résultat amélior précis cas recherch inform
900,Hajer Baazaoui-Zghal, system inform raison cas composit croissanc inform outil recherch besoin utilis context utilis atout construct approch construct articl system inform raison cas composit system construct résultat recherch inform résultat amélior précis cas recherch inform
901,Henda Ben Ghezela, system inform raison cas composit croissanc inform outil recherch besoin utilis context utilis atout construct approch construct articl system inform raison cas composit system construct résultat recherch inform résultat amélior précis cas recherch inform
902,Thi-Bich-Hanh Dao, approch programm contraint classif articl problem classif contraint programm contraint criter optimis minimis diametr model tâch import strateg recherch efficac model distanc objet don contraint instanc expérient ensembl don intérêt approch
903,Khanh-Chuong Duong, approch programm contraint classif articl problem classif contraint programm contraint criter optimis minimis diametr model tâch import strateg recherch efficac model distanc objet don contraint instanc expérient ensembl don intérêt approch
904,Hoang-Tung Tran, video correct auto inform described experimental exper tag
905,Adrien Martins, video correct auto inform described experimental exper tag
906,Elisa Fromont, video correct auto inform described experimental exper tag
907,François Jacquenet, video correct auto inform described experimental exper tag cadr gestion motif fouill don volum utilis quantit motif cas raison confidential coût utilis acces don motif utilis possibil don processus fouill motif situat solut motif articl cadr utilis trait collect motif collect form utilis aid oper motif regl bit motif veil fouill text domain veil inform acteur articl fouill text processus trait don text veil difficult rapport domain appliqu fouill text lieu connaiss don connaiss mesur extract connaiss text revu system mesur caracter docu system bas articl domain apprentissag
